Province,District,Tehsil,Union Council,Village/City
PUNJAB,KHANEWAL,JAHANIAN,THATHA SADIQ ABAD,CHAK NO 133/10-R
PUNJAB,KHANEWAL,JAHANIAN,THATHA SADIQ ABAD,CHAK NO 134/10-R
PUNJAB,KHANEWAL,JAHANIAN,THATHA SADIQ ABAD,THATHA SADIQ ABAD
PUNJAB,KHANEWAL,JAHANIAN,URBAN JAHANYAN,JAHANIAN
PUNJAB,KHANEWAL,KABIRWALA,BAGAR SARGANA,BAGAR SARGANA
PUNJAB,KHANEWAL,KABIRWALA,BAGAR SARGANA,SARAI-SIDHU
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,BAQARPUR
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,DANDI SARGANA
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,KARAM SHAH
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,KAURA ASRA
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,KOT GOHAR MUHAMMAD
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,MANAK WALA
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,MOHAN PUR
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,MUHAMMAD SHAH
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,QAIM SAHU
PUNJAB,KHANEWAL,KABIRWALA,BAQIR PUR,SAHIB LANGARA
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,AHMAD PUR
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,AUJLA
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,CHAK HYDERABAD
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,CHETOER GARH
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,CHHAPRAN WALA
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,CHOKI SIAL
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,GHAGHER
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,JAMAL PUR
PUNJAB,KHANEWAL,KABIRWALA,CHAK HYDERABAD,KHAN BAHADUR GARH
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,BAHADAR WALA
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,CHAK NAURANG SHAH
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,CHAK SHER KHAN
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,KOTLI BHUTTA
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,MAHRAM WALA
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,SHER GARH
PUNJAB,KHANEWAL,KABIRWALA,CHAK NORANG SHAH,SULTAN ABAD
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,AQILA CHANGAR
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,CHAK NO 013/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,CHAK NO 014/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,CHAK TOORU
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,DADOANA
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,HAJI DAWANA
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,ISLAM HIRAJ
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,JHALAR GHAZI WALI
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,JHALAR KALI WALI
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,KOT DEWAN SINGH
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,MASTA MIRALI
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,RAM CHAUTRA
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,RAMUN WALA
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,SABZ GIDDAR
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,SANDIAN WALA
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,SHEIKHUPURA
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,SIDHU KANWAIN
PUNJAB,KHANEWAL,KABIRWALA,DADOANA,TORU
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 004/D
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 005/D.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 006/D.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 010/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 012/D
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 013/D
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 014/D.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 015/D.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 017/D
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 021/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 022/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 023/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 024 GHAGHA
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,CHAK NO 029/G.H.
PUNJAB,KHANEWAL,KABIRWALA,DAR KHANA,JARALA
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,ARJANI WALA
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,BAHAWAL PUR
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,CHAH SULTAN WALA
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,CHAK SULTAN MAHMOOD
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,CHOPAR HUTTA
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,JASSO KANWEN
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,NAND PUR
PUNJAB,KHANEWAL,KABIRWALA,HABU KANWAIN,OWLAK-SANDHU
PUNJAB,KHANEWAL,KABIRWALA,HASHMAT MARALI,FARID PUR
PUNJAB,KHANEWAL,KABIRWALA,HASHMAT MARALI,HASHMAT MERALI
PUNJAB,KHANEWAL,KABIRWALA,HASHMAT MARALI,MANGA WAIRAR
PUNJAB,KHANEWAL,KABIRWALA,HASHMAT MARALI,MOHRIPUR
PUNJAB,KHANEWAL,KABIRWALA,HASHMAT MARALI,YAKKA
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 009/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 011/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 012/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 015/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 025/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 026/G H
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 027/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,CHAK NO 028/G.H.
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,HAVELI KORANGA
PUNJAB,KHANEWAL,KABIRWALA,HAVELI KORANGA,WILAYAT PUR
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,ALLAH-HU
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,BHATTIAN WALA
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,HITHARAN
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,HUSSAIN ABAD AWAL
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,JAHANPUR
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,KALKAN WALA
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,KOT MALANA
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,KOT WALA
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,NIHALE WALA
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,NOOR PUR
PUNJAB,KHANEWAL,KABIRWALA,HUSSAIN ABAD,REHANA SAHU
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,AMIR GARH
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,IBRAHIM PUR
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,JAHANPUR SOLGI
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,KOUTLA SYED BAHA UD DIN
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,RASOOL PUR
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,SALAR WAHAN KOHNA
PUNJAB,KHANEWAL,KABIRWALA,IBRAHIM PUR,SARFRAZ PUR
PUNJAB,KHANEWAL,KABIRWALA,JODH PUR,BILAWAL PUR
PUNJAB,KHANEWAL,KABIRWALA,JODH PUR,GHASEET WAHIN
PUNJAB,KHANEWAL,KABIRWALA,JODH PUR,JODHPUR
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,ALI PUR
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,ATARI
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,BARE WALA
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,CHAK NO 013/V
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,CHAK NO 014/V
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,HASSAN PUR
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,KOT BAHADAR
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,KOURE WALA
PUNJAB,KHANEWAL,KABIRWALA,KOT BAHADUR,VANOI
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 001/K.M
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 002/K.M
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 007/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 008/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 009/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 010/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 011/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 016/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,CHAK NO 018/D.H.
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,DAIRA MAHRAM
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,HAWALI DIWAN
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,HOOSI HARAJ
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,JHALAR KOT WALI
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,JHALAR LUKHA SINGH
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,KHAN DOULTANA
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,KOT ISLAM
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,SADRANA
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,SAEE SAHU
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,SIKANDAR PUR
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,SULTAN THIRAJ
PUNJAB,KHANEWAL,KABIRWALA,KOT ISLAM,TARELI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,BATIYAN
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,CHAK NAURANG SHAH
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,FAQIR SIAL
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,GUL PUR PINJARI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,HAWAILI MUBARIK SHAH
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,JAHANA MIRALI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,KHUNDA HIRAJ
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,KHUT PUR SANDHA
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,KOT KATHIA
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,KUKSAN ABAD
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,KUND SERGANA
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,LALAIRA
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,MANSOOR MIRALI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,MOHRI JHANDEER
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,NOOR MARALI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,PIPAL MARALI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,QADU MIRALI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,SAEE MARALI
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,SHARIF FAQIR
PUNJAB,KHANEWAL,KABIRWALA,KUND SARGANA,UTH MODHI
PUNJAB,KHANEWAL,KABIRWALA,MAHNI SIAL,KOHI WALA
PUNJAB,KHANEWAL,KABIRWALA,MAHNI SIAL,MAHNI SIAL
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,AHER BELA
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,BAQAR ABAD
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,BINDA SARGANA
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,CHAK BANDI
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,CHARAGH BELA
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,CHARAGH WALI
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,JHANDER
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,JOTA KASSI
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,KHATI CHOUR
PUNJAB,KHANEWAL,KABIRWALA,MAMDAL,MAMDAL
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,BALOCHAN
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,EHSAN PUR
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,GAGRA QALANDAR JAHANIAN
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,HANJAN WAHIE
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,KODE WAHI MAHARAM CHAWAN
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,KODE WAHI MAHBAT TARGARH
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,KOTLI SULTAN DAB
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,MAN KOT
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,SADRANA
PUNJAB,KHANEWAL,KABIRWALA,MANKOT,SAIF PUR
PUNJAB,KHANEWAL,KABIRWALA,MARI SAHU,MARI SAHU
PUNJAB,KHANEWAL,KABIRWALA,MARI SAHU,MAST PUR
PUNJAB,KHANEWAL,KABIRWALA,MARI SAHU,RAI PUR
PUNJAB,KHANEWAL,KABIRWALA,MARI SAHU,RUKAN WALA
PUNJAB,KHANEWAL,KABIRWALA,MARI SAHU,SOLGI
PUNJAB,KHANEWAL,KABIRWALA,MOLA PUR,JAWIND SINGH WALA
PUNJAB,KHANEWAL,KABIRWALA,MOLA PUR,MULA PUR
PUNJAB,KHANEWAL,KABIRWALA,MOLA PUR,WEERGARH
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,CHAK WALI DAD
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,HAJI PUR
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,INAYAT PUR
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,KORAI BALOCH
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,KOTLA SYED KABIR
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,MONGAN WALA
PUNJAB,KHANEWAL,KABIRWALA,MONGANWALA,SHAH PUR NATHUWALA
PUNJAB,KHANEWAL,KABIRWALA,NABI PUR,ALLAH ABAD
PUNJAB,KHANEWAL,KABIRWALA,NABI PUR,KABIR WALA
PUNJAB,KHANEWAL,KABIRWALA,NABI PUR,MUBARIK PUR
PUNJAB,KHANEWAL,KABIRWALA,NABI PUR,NABI PUR
PUNJAB,KHANEWAL,KABIRWALA,NARHAL,AMIR PUR
PUNJAB,KHANEWAL,KABIRWALA,NARHAL,BUTA KOT
PUNJAB,KHANEWAL,KABIRWALA,NARHAL,BUTA SINGH WALA
PUNJAB,KHANEWAL,KABIRWALA,NARHAL,GADAREY
PUNJAB,KHANEWAL,KABIRWALA,NARHAL,KARAM PUR JOTTA
PUNJAB,KHANEWAL,KABIRWALA,NARHAL,NARHAL
PUNJAB,KHANEWAL,KABIRWALA,OKANWALA,KUKKAR HUTTA
PUNJAB,KHANEWAL,KABIRWALA,OKANWALA,OKANWALA
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,BARGH SARGANA
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,BERBEGI
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,KOT GUL MUHAMMAD
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,KUND MALKANI
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,QATAL PUR
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,SHAKRU-WALA
PUNJAB,KHANEWAL,KABIRWALA,QATAL PUR,SIDHU PURA
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,AHMAD ABAD KOHNA
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,AHMED ABAD NAU
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,BELA SHAHDIN
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,DHUNIANI
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,DHUTTA WAHN
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,JAMALKE
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,JHOK AZAM
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,KAHIR DIN HAMAYANA AMDA M.GARH
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,KHAIR DIN HAMIANA
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,KHAIR DIN SANI
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,KHAN PUR
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,KHARA SHAHMAND
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,KHOKHARA MUHABBAT TARAGAR
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,MARH LAALKE
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,MIAN PUR
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,NEK MACHHI
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,SALAR WAHAN NAU
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,SHA DHANYAL
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,SOTRAK WAHN
PUNJAB,KHANEWAL,KABIRWALA,SALAR WAHAN NOU,THUL NAJEEB
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,CHOKI MOHAN
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,FAZIL SHAH
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,JUWAHRI
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,MOHD PUR NASHEB
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,MURAD MAN
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,SADA HIRAJ
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,SARDAR PUR
PUNJAB,KHANEWAL,KABIRWALA,SARDAR PUR,TANGRA
PUNJAB,KHANEWAL,KABIRWALA,SHAM KOT,JAMES ABAD
PUNJAB,KHANEWAL,KABIRWALA,SHAM KOT,KOT MULCHAND
PUNJAB,KHANEWAL,KABIRWALA,SHAM KOT,NIZAM PUR
PUNJAB,KHANEWAL,KABIRWALA,SHAM KOT,SHAM KOT
PUNJAB,KHANEWAL,KABIRWALA,TOWN COMMITTEE ABDULHAKEEM 1,ABDUL HAKIM
PUNJAB,KHANEWAL,KABIRWALA,TOWN COMMITTEE ABDULHAKEEM 2,ABDUL HAKIM
PUNJAB,KHANEWAL,KABIRWALA,TOWN COMMITTEE KABIR WALA 1,KABIRWALA
PUNJAB,KHANEWAL,KABIRWALA,TOWN COMMITTEE KABIR WALA 2,KABIRWALA
PUNJAB,KHANEWAL,KABIRWALA,TOWN COMMITTEE KABIR WALA 2,MAN WALA
PUNJAB,KHANEWAL,KABIRWALA,TOWN COMMITTEE SARAY SADHO,SARAI SIDHU
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,DIN PUR
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,GOBIND GARH
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,HUSSAIN ABAD SANI
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,JALIL PUR
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,JALLA PAHAR
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,MUHAMMAD PUR OTAR
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,NOONAN WALA
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,ROSHAN PUR
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,SHAHDAT KANDWALA
PUNJAB,KHANEWAL,KABIRWALA,UMEED GARH,UMEED GARH
PUNJAB,KHANEWAL,KHANEWAL,BHEROWAL,BHIRU WAL
PUNJAB,KHANEWAL,KHANEWAL,BHEROWAL,CHAK NO 020/V
PUNJAB,KHANEWAL,KHANEWAL,BHEROWAL,HAYAT PUR
PUNJAB,KHANEWAL,KHANEWAL,BHEROWAL,NANK PUR
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 161/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 161-A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 162/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 164/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 166/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 169/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 170/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 171/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 172/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 171/10R,CHAK NO 176/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 19/9R,CHAK NO 019/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 19/9R,ZAKHIRA KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 026/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 027/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 028/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 029/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 030/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 031/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 032/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 033/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 034/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 067/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 068/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 30/10R,CHAK NO 070/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 021/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 022/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 023/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 024/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 025/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 025-A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 035/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 036/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 36/10R,CHAK NO 037/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,CHAK NO 001/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,CHAK NO 002/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,CHAK NO 003/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,CHAK NO 004/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,CHAK NO 005/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,KOT ABDULLAH
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 4/AH,MAKHDOOM PUR
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 041/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 042/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 042-A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 043/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 044/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 045/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 064/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 066/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 43/10-R,CHAK NO 067-A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 046/10-R
